shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
shape_17,18.478,73.7981,2
shape_17,18.478,73.7981,3
shape_17,18.4803,73.80096,4
shape_17,18.4803,73.80096,5
shape_17,18.4807,73.806,6
shape_17,18.4807,73.806,7
shape_17,18.4819,73.8074,8
shape_17,18.4819,73.8074,9
shape_17,18.4846,73.8103,10
shape_17,18.4846,73.8103,11
shape_17,18.48929,73.81446,12
shape_17,18.48929,73.81446,13
shape_17,18.4916,73.8151,14
shape_17,18.4916,73.8151,15
shape_17,18.49296,73.8151,16
shape_17,18.49296,73.8151,17
shape_17,18.4959,73.8133,18
shape_17,18.4959,73.8133,19
shape_17,18.4998,73.8136,20
shape_17,18.4998,73.8136,21
shape_17,18.5023,73.8163,22
shape_17,18.5023,73.8163,23
shape_17,18.50362,73.82012,24
shape_17,18.50362,73.82012,25
shape_17,18.5056,73.8242,26
shape_17,18.5056,73.8242,27
shape_17,18.5073,73.8284,28
shape_17,18.5073,73.8284,29
shape_17,18.5098,73.8333,30
shape_17,18.5098,73.8333,31
shape_17,18.5105,73.83483,32
shape_17,18.5105,73.83483,33
shape_17,18.51256,73.83905,34
shape_17,18.51256,73.83905,35
shape_17,18.5131,73.8404,36
shape_17,18.5131,73.8404,37
shape_17,18.5173,73.84161,38
shape_17,18.5173,73.84161,39
shape_17,18.52274,73.84093,40
shape_17,18.52274,73.84093,41
shape_17,18.52649,73.84197,42
shape_17,18.52649,73.84197,43
shape_17,18.52643,73.84419,44
shape_17,18.52643,73.84419,45
shape_17,18.52457,73.84933,46
shape_17,18.52457,73.84933,47
shape_17,18.52225,73.85017,48
shape_17,18.52225,73.85017,49
